#,time,well_pump,new_fridge,water_heater,old_fridge
1548,02/12/2021 02:41:36 PM,0.085,5.153,0.122,0.684
1549,02/12/2021 02:42:36 PM,0.073,5.165,0.147,0.659
1550,02/12/2021 02:43:36 PM,0.073,5.140,0.122,0.684
1551,02/12/2021 02:44:36 PM,0.073,5.140,0.122,0.684
1552,02/12/2021 02:45:36 PM,0.085,5.140,0.122,0.684
1553,02/12/2021 02:46:36 PM,0.085,5.128,0.122,0.684
1554,02/12/2021 02:47:36 PM,0.073,5.128,0.122,0.684
1555,02/12/2021 02:48:36 PM,0.073,5.104,0.122,0.684
1556,02/12/2021 02:49:36 PM,0.073,5.104,0.122,0.659
1557,02/12/2021 02:50:36 PM,0.073,5.079,0.122,0.684
1558,02/12/2021 02:51:36 PM,0.073,1.331,0.098,0.684
1559,02/12/2021 02:52:36 PM,0.085,1.331,0.122,0.684
1560,02/12/2021 02:53:36 PM,0.061,0.061,0.098,0.708
1561,02/12/2021 02:54:36 PM,0.073,0.061,0.098,0.684
1562,02/12/2021 02:55:36 PM,0.073,0.073,0.098,0.684
1563,02/12/2021 02:56:36 PM,0.085,0.061,0.098,0.684
1564,02/12/2021 02:57:36 PM,0.073,0.061,0.122,0.684
1565,02/12/2021 02:58:36 PM,0.085,0.061,0.098,0.073
1566,02/12/2021 02:59:36 PM,0.098,0.061,0.122,0.073
1567,02/12/2021 03:00:36 PM,0.085,0.061,0.098,0.073
1568,02/12/2021 03:01:36 PM,0.085,0.073,0.098,0.073
1569,02/12/2021 03:02:36 PM,0.073,0.073,0.098,0.073
1570,02/12/2021 03:03:36 PM,0.085,0.073,0.098,0.073
1571,02/12/2021 03:04:36 PM,0.073,0.073,0.098,0.073
1572,02/12/2021 03:05:36 PM,0.085,0.061,0.098,0.049
1573,02/12/2021 03:06:36 PM,0.085,0.061,0.098,0.073
1574,02/12/2021 03:07:36 PM,0.085,0.891,0.098,0.073
1575,02/12/2021 03:08:36 PM,0.085,0.781,0.098,0.073
1576,02/12/2021 03:09:36 PM,0.085,0.842,0.122,0.098
1577,02/12/2021 03:10:36 PM,0.085,0.842,0.098,0.073
1578,02/12/2021 03:11:36 PM,0.085,0.855,0.098,0.073
1579,02/12/2021 03:12:36 PM,0.073,0.842,0.098,0.073
1580,02/12/2021 03:13:36 PM,0.073,0.830,0.098,0.073
1581,02/12/2021 03:14:36 PM,0.085,0.830,0.098,0.073
1582,02/12/2021 03:15:36 PM,0.073,0.818,0.098,0.098
1583,02/12/2021 03:16:36 PM,0.085,0.806,0.098,0.073
1584,02/12/2021 03:17:36 PM,0.085,0.916,0.122,0.073
1585,02/12/2021 03:18:36 PM,0.061,0.928,0.122,0.073
1586,02/12/2021 03:19:36 PM,0.085,0.904,0.122,0.073
1587,02/12/2021 03:20:36 PM,0.085,0.904,0.098,0.073
1588,02/12/2021 03:21:36 PM,0.085,0.904,0.098,0.073
1589,02/12/2021 03:22:36 PM,0.085,0.891,0.098,0.098
1590,02/12/2021 03:23:36 PM,0.085,0.891,0.098,0.098
1591,02/12/2021 03:24:36 PM,0.085,0.891,0.098,0.073
1592,02/12/2021 03:25:36 PM,0.085,0.891,0.098,0.073
1593,02/12/2021 03:26:36 PM,0.085,0.879,0.098,0.098
1594,02/12/2021 03:27:36 PM,0.085,0.867,0.122,0.098
1595,02/12/2021 03:28:36 PM,0.085,0.867,0.098,0.098
1596,02/12/2021 03:29:36 PM,0.073,0.867,0.122,0.098
1597,02/12/2021 03:30:36 PM,0.085,0.855,0.098,0.098
1598,02/12/2021 03:31:36 PM,0.073,0.867,0.098,0.073
1599,02/12/2021 03:32:36 PM,0.085,0.867,0.122,0.098
1600,02/12/2021 03:33:36 PM,0.085,0.855,0.098,0.098
1601,02/12/2021 03:34:36 PM,0.085,0.855,0.098,0.098
1602,02/12/2021 03:35:36 PM,0.085,0.855,0.098,0.073
1603,02/12/2021 03:36:36 PM,0.098,0.855,0.098,0.098
1604,02/12/2021 03:37:36 PM,0.098,0.855,0.098,0.073
1605,02/12/2021 03:38:36 PM,0.085,0.855,0.098,0.073
1606,02/12/2021 03:39:36 PM,0.073,0.855,0.098,0.073
1607,02/12/2021 03:40:36 PM,0.073,0.855,0.122,0.098
1608,02/12/2021 03:41:36 PM,0.085,0.842,0.122,0.098
1609,02/12/2021 03:42:36 PM,0.085,0.842,0.098,0.073
1610,02/12/2021 03:43:36 PM,0.085,0.842,0.122,0.073
1611,02/12/2021 03:44:36 PM,0.073,0.842,0.098,0.073
1612,02/12/2021 03:45:36 PM,0.085,0.842,0.098,0.073
1613,02/12/2021 03:46:36 PM,0.085,0.830,0.098,0.073
1614,02/12/2021 03:47:36 PM,0.085,0.830,0.098,0.098
1615,02/12/2021 03:48:36 PM,0.085,0.794,0.098,0.073
1616,02/12/2021 03:49:36 PM,0.085,0.757,0.122,0.098
1617,02/12/2021 03:50:36 PM,0.085,0.745,0.098,0.098
1618,02/12/2021 03:51:36 PM,0.085,0.733,0.098,0.073
1619,02/12/2021 03:52:36 PM,0.085,0.733,0.098,0.073
1620,02/12/2021 03:53:36 PM,0.085,0.733,0.122,0.098
1621,02/12/2021 03:54:36 PM,0.085,0.733,0.098,0.098
1622,02/12/2021 03:55:36 PM,0.073,0.733,0.098,0.098
1623,02/12/2021 03:56:36 PM,0.073,0.720,0.098,0.073
1624,02/12/2021 03:57:36 PM,0.073,0.720,0.122,0.098
1625,02/12/2021 03:58:36 PM,0.085,0.720,0.122,0.098
1626,02/12/2021 03:59:36 PM,0.073,0.720,0.122,0.098
1627,02/12/2021 04:00:36 PM,0.061,0.720,0.098,0.073
1628,02/12/2021 04:01:36 PM,0.073,0.720,0.122,0.098
1629,02/12/2021 04:02:36 PM,0.073,0.708,0.122,0.098
1630,02/12/2021 04:03:36 PM,0.073,0.720,0.098,0.073
1631,02/12/2021 04:04:36 PM,0.073,0.708,0.122,0.098
1632,02/12/2021 04:05:36 PM,0.085,0.720,0.098,0.098
1633,02/12/2021 04:06:36 PM,0.085,0.708,0.098,0.098
1634,02/12/2021 04:07:36 PM,0.085,0.708,0.098,0.073
1635,02/12/2021 04:08:36 PM,0.073,0.708,0.122,0.098
1636,02/12/2021 04:09:36 PM,0.085,0.708,0.098,0.073
1637,02/12/2021 04:10:36 PM,0.085,0.720,0.098,0.098
1638,02/12/2021 04:11:36 PM,0.085,0.708,0.098,0.073
1639,02/12/2021 04:12:36 PM,6.606,0.720,0.098,0.073
1640,02/12/2021 04:13:36 PM,0.085,0.708,0.122,0.098
1641,02/12/2021 04:14:36 PM,0.085,0.696,0.098,1.148
1642,02/12/2021 04:15:36 PM,0.085,0.708,0.098,0.073
1643,02/12/2021 04:16:36 PM,0.085,0.720,0.098,0.098
1644,02/12/2021 04:17:36 PM,0.085,0.672,0.098,0.098
1645,02/12/2021 04:18:36 PM,0.085,0.708,0.122,0.098
1646,02/12/2021 04:19:36 PM,0.061,0.708,0.122,0.098
1647,02/12/2021 04:20:36 PM,0.085,0.659,0.098,0.073
1648,02/12/2021 04:21:36 PM,0.085,0.696,0.122,0.098
1649,02/12/2021 04:22:36 PM,0.098,0.696,0.122,0.098
1650,02/12/2021 04:23:36 PM,0.073,0.696,0.122,0.098
1651,02/12/2021 04:24:36 PM,0.085,0.696,0.098,0.073
1652,02/12/2021 04:25:36 PM,0.085,0.696,0.098,0.073
1653,02/12/2021 04:26:36 PM,0.098,0.696,0.122,0.098
1654,02/12/2021 04:27:36 PM,0.085,0.696,0.098,0.073
1655,02/12/2021 04:28:36 PM,0.073,0.696,0.098,0.073
1656,02/12/2021 04:29:36 PM,0.085,0.684,0.098,0.073
1657,02/12/2021 04:30:36 PM,0.085,0.684,0.098,0.073
1658,02/12/2021 04:31:36 PM,0.085,0.684,0.098,0.073
1659,02/12/2021 04:32:36 PM,0.085,0.684,0.098,0.098
1660,02/12/2021 04:33:36 PM,0.073,0.684,0.098,0.073
1661,02/12/2021 04:34:36 PM,0.085,0.684,0.098,0.073
1662,02/12/2021 04:35:36 PM,0.085,0.684,0.098,0.073
1663,02/12/2021 04:36:36 PM,0.073,0.684,0.098,0.073
1664,02/12/2021 04:37:36 PM,0.073,0.684,0.098,0.073
1665,02/12/2021 04:38:36 PM,0.085,0.684,0.098,0.098
1666,02/12/2021 04:39:36 PM,0.085,0.684,0.098,0.073
1667,02/12/2021 04:40:36 PM,0.098,0.684,0.098,0.073
1668,02/12/2021 04:41:36 PM,0.085,0.684,0.098,0.098
1669,02/12/2021 04:42:36 PM,0.073,0.684,0.073,0.073
1670,02/12/2021 04:43:36 PM,0.085,0.684,0.098,0.073
1671,02/12/2021 04:44:36 PM,0.085,0.684,0.098,0.073
1672,02/12/2021 04:45:36 PM,0.073,0.684,0.098,0.073
1673,02/12/2021 04:46:36 PM,0.073,0.672,0.098,0.073
1674,02/12/2021 04:47:36 PM,0.085,0.684,0.098,0.073
1675,02/12/2021 04:48:36 PM,0.073,1.893,0.122,0.098
1676,02/12/2021 04:49:36 PM,0.085,1.929,0.122,0.122
1677,02/12/2021 04:50:36 PM,0.098,1.917,0.122,0.098
1678,02/12/2021 04:51:36 PM,0.073,0.696,0.098,0.098
1679,02/12/2021 04:52:36 PM,0.073,0.696,0.098,0.073
1680,02/12/2021 04:53:36 PM,0.073,0.684,0.098,0.098
1681,02/12/2021 04:54:36 PM,0.085,0.672,0.098,0.073
1682,02/12/2021 04:55:36 PM,0.098,0.672,0.098,0.098
1683,02/12/2021 04:56:36 PM,0.085,0.659,0.098,0.073
1684,02/12/2021 04:57:36 PM,0.073,0.672,0.098,0.098
1685,02/12/2021 04:58:36 PM,0.085,0.672,0.098,0.073
1686,02/12/2021 04:59:36 PM,0.085,0.659,0.098,0.073
1687,02/12/2021 05:00:36 PM,0.085,0.672,0.098,0.098
1688,02/12/2021 05:01:36 PM,0.085,0.672,0.122,0.073
1689,02/12/2021 05:02:36 PM,0.085,0.672,0.098,0.073
1690,02/12/2021 05:03:36 PM,0.085,0.672,0.098,0.098
1691,02/12/2021 05:04:36 PM,0.085,0.672,0.098,0.098
1692,02/12/2021 05:05:36 PM,0.073,0.672,0.098,0.073
1693,02/12/2021 05:06:36 PM,0.085,0.672,0.098,0.073
1694,02/12/2021 05:07:36 PM,0.061,0.672,0.098,0.073
1695,02/12/2021 05:08:36 PM,0.085,0.672,0.122,0.098
1696,02/12/2021 05:09:36 PM,0.073,0.672,0.098,0.073
1697,02/12/2021 05:10:36 PM,0.085,0.672,0.098,0.073
1698,02/12/2021 05:11:36 PM,0.085,0.672,0.122,0.098
1699,02/12/2021 05:12:36 PM,0.085,0.672,0.098,0.073
1700,02/12/2021 05:13:36 PM,0.073,0.672,0.098,0.073
1701,02/12/2021 05:14:36 PM,0.073,0.672,0.098,0.073
1702,02/12/2021 05:15:36 PM,0.073,0.672,0.122,0.098
1703,02/12/2021 05:16:36 PM,0.073,0.659,0.098,0.098
1704,02/12/2021 05:17:36 PM,0.073,0.672,0.098,0.098
1705,02/12/2021 05:18:36 PM,0.073,0.672,0.098,0.073
1706,02/12/2021 05:19:36 PM,0.073,0.659,0.098,0.098
1707,02/12/2021 05:20:36 PM,0.098,0.659,0.098,0.098
1708,02/12/2021 05:21:36 PM,0.085,0.659,0.098,0.098
1709,02/12/2021 05:22:36 PM,0.073,0.672,0.098,0.855
1710,02/12/2021 05:23:36 PM,0.073,0.672,0.098,0.757
1711,02/12/2021 05:24:36 PM,0.085,0.672,0.098,0.733
1712,02/12/2021 05:25:36 PM,0.073,0.672,0.098,0.733
1713,02/12/2021 05:26:36 PM,0.085,0.659,0.098,0.733
1714,02/12/2021 05:27:36 PM,0.085,0.672,0.098,0.733
1715,02/12/2021 05:28:36 PM,0.085,0.672,0.098,0.733
1716,02/12/2021 05:29:36 PM,0.085,0.672,0.098,0.733
1717,02/12/2021 05:30:36 PM,0.085,0.659,0.098,0.708
1718,02/12/2021 05:31:36 PM,0.085,0.659,0.098,0.733
1719,02/12/2021 05:32:36 PM,0.085,0.659,0.122,0.708
1720,02/12/2021 05:33:36 PM,0.073,0.659,0.098,0.708
1721,02/12/2021 05:34:36 PM,0.073,0.659,0.098,0.733
1722,02/12/2021 05:35:36 PM,0.085,0.672,0.098,0.708
1723,02/12/2021 05:36:36 PM,0.073,0.659,0.098,0.733
1724,02/12/2021 05:37:36 PM,0.085,0.659,0.098,0.708
1725,02/12/2021 05:38:36 PM,0.073,0.659,0.098,0.708
1726,02/12/2021 05:39:36 PM,0.085,0.659,0.098,0.708
1727,02/12/2021 05:40:36 PM,0.085,0.659,0.098,0.708
1728,02/12/2021 05:41:36 PM,0.085,0.672,0.098,0.708
1729,02/12/2021 05:42:36 PM,0.073,0.659,0.098,0.708
1730,02/12/2021 05:43:36 PM,0.073,0.659,0.098,0.708
1731,02/12/2021 05:44:36 PM,0.073,0.659,0.122,0.708
1732,02/12/2021 05:45:36 PM,0.085,0.659,0.098,0.708
1733,02/12/2021 05:46:36 PM,0.073,0.659,0.098,0.708
1734,02/12/2021 05:47:36 PM,0.085,0.659,0.098,0.684
1735,02/12/2021 05:48:36 PM,0.098,0.659,0.098,0.684
1736,02/12/2021 05:49:36 PM,0.085,0.659,0.098,0.684
1737,02/12/2021 05:50:36 PM,0.085,0.659,0.122,0.684
1738,02/12/2021 05:51:36 PM,0.085,0.659,0.098,0.684
1739,02/12/2021 05:52:36 PM,0.085,0.659,0.122,0.684
1740,02/12/2021 05:53:36 PM,0.073,0.659,0.098,0.708
1741,02/12/2021 05:54:36 PM,0.085,0.647,0.098,0.684
1742,02/12/2021 05:55:36 PM,0.073,0.659,0.098,0.684
1743,02/12/2021 05:56:36 PM,0.085,0.659,0.098,0.684
1744,02/12/2021 05:57:36 PM,0.085,0.659,0.098,0.684
1745,02/12/2021 05:58:36 PM,0.073,0.659,0.098,0.684
1746,02/12/2021 05:59:36 PM,0.085,0.659,0.098,0.684
1747,02/12/2021 06:00:36 PM,0.061,0.659,0.098,0.684
1748,02/12/2021 06:01:36 PM,0.073,0.659,0.098,0.684
1749,02/12/2021 06:02:36 PM,0.085,0.659,0.122,0.684
1750,02/12/2021 06:03:36 PM,0.085,0.659,0.098,0.684
1751,02/12/2021 06:04:36 PM,0.085,0.659,0.098,0.684
1752,02/12/2021 06:05:36 PM,0.085,0.647,0.098,0.684
1753,02/12/2021 06:06:36 PM,0.085,0.659,0.098,0.684
1754,02/12/2021 06:07:36 PM,0.085,0.659,0.098,0.684
1755,02/12/2021 06:08:36 PM,0.085,0.659,0.098,0.684
1756,02/12/2021 06:09:36 PM,0.073,0.659,0.073,0.684
1757,02/12/2021 06:10:36 PM,0.073,0.659,0.098,0.684
1758,02/12/2021 06:11:36 PM,0.085,0.659,0.098,0.684
1759,02/12/2021 06:12:36 PM,0.085,0.659,0.098,0.684
1760,02/12/2021 06:13:36 PM,0.073,0.659,0.098,0.684
1761,02/12/2021 06:14:36 PM,0.085,0.659,0.098,0.659
1762,02/12/2021 06:15:36 PM,0.085,0.647,0.098,0.684
1763,02/12/2021 06:16:36 PM,0.073,0.647,0.122,0.684
1764,02/12/2021 06:17:36 PM,0.085,0.659,0.098,0.684
1765,02/12/2021 06:18:36 PM,0.098,0.659,0.122,0.684
1766,02/12/2021 06:19:36 PM,0.085,0.647,0.098,0.684
1767,02/12/2021 06:20:36 PM,0.085,0.647,0.098,0.684
1768,02/12/2021 06:21:36 PM,0.085,0.659,0.098,0.684
1769,02/12/2021 06:22:36 PM,0.085,0.647,0.122,0.684
1770,02/12/2021 06:23:36 PM,0.085,0.659,0.098,0.684
1771,02/12/2021 06:24:36 PM,0.073,1.856,0.098,0.684
1772,02/12/2021 06:25:36 PM,0.073,1.880,0.122,0.684
1773,02/12/2021 06:26:36 PM,0.085,0.672,0.098,0.684
1774,02/12/2021 06:27:36 PM,0.061,0.672,0.098,0.659
1775,02/12/2021 06:28:36 PM,0.073,0.647,0.098,0.684
1776,02/12/2021 06:29:36 PM,0.061,0.659,0.098,0.684
1777,02/12/2021 06:30:36 PM,0.085,0.647,0.122,0.684
1778,02/12/2021 06:31:36 PM,0.073,0.647,0.098,0.684
1779,02/12/2021 06:32:36 PM,0.073,0.647,18.071,0.757
1780,02/12/2021 06:33:36 PM,0.085,0.647,18.022,0.733
1781,02/12/2021 06:34:36 PM,0.085,0.635,18.071,0.733
1782,02/12/2021 06:35:36 PM,0.085,0.647,18.144,0.733
1783,02/12/2021 06:36:36 PM,0.073,0.647,18.144,0.757
1784,02/12/2021 06:37:36 PM,0.073,0.647,18.071,0.733
1785,02/12/2021 06:38:36 PM,0.073,0.647,18.046,0.757
1786,02/12/2021 06:39:36 PM,0.073,0.647,18.095,0.757
1787,02/12/2021 06:40:36 PM,0.073,0.611,18.120,0.733
1788,02/12/2021 06:41:36 PM,0.085,0.647,18.144,0.757
1789,02/12/2021 06:42:36 PM,0.073,0.647,18.144,0.757
1790,02/12/2021 06:43:36 PM,0.061,0.647,18.120,0.757
1791,02/12/2021 06:44:36 PM,0.073,0.611,18.095,0.757
1792,02/12/2021 06:45:36 PM,0.085,0.647,18.120,0.757
1793,02/12/2021 06:46:36 PM,0.073,0.647,18.095,0.733
1794,02/12/2021 06:47:36 PM,0.061,0.647,18.095,0.733
1795,02/12/2021 06:48:36 PM,0.085,0.647,18.071,0.733
1796,02/12/2021 06:49:36 PM,0.073,0.647,18.046,0.757
1797,02/12/2021 06:50:36 PM,0.073,0.647,18.095,0.733
1798,02/12/2021 06:51:36 PM,0.073,0.647,18.095,0.757
1799,02/12/2021 06:52:36 PM,0.061,0.647,18.120,0.733
1800,02/12/2021 06:53:36 PM,0.085,0.647,18.120,0.733
1801,02/12/2021 06:54:36 PM,0.073,0.647,18.095,0.733
1802,02/12/2021 06:55:36 PM,0.073,0.647,18.120,0.733
1803,02/12/2021 06:56:36 PM,0.073,0.635,18.120,0.757
1804,02/12/2021 06:57:36 PM,0.073,0.635,18.095,0.757
1805,02/12/2021 06:58:36 PM,0.085,0.647,18.071,0.733
1806,02/12/2021 06:59:36 PM,0.085,0.647,18.046,0.733
1807,02/12/2021 07:00:36 PM,0.073,0.635,18.071,0.757
1808,02/12/2021 07:01:36 PM,0.061,0.647,18.071,0.757
1809,02/12/2021 07:02:36 PM,0.073,0.647,17.998,0.733
1810,02/12/2021 07:03:36 PM,0.085,0.635,18.022,0.733
1811,02/12/2021 07:04:36 PM,0.073,0.647,18.071,0.733
1812,02/12/2021 07:05:36 PM,0.073,0.635,18.120,0.733
1813,02/12/2021 07:06:36 PM,0.073,0.647,18.095,0.733
1814,02/12/2021 07:07:36 PM,0.073,0.672,18.168,0.733
1815,02/12/2021 07:08:36 PM,0.073,0.647,18.095,0.733
1816,02/12/2021 07:09:36 PM,0.073,0.647,18.095,0.733
1817,02/12/2021 07:10:36 PM,0.073,0.672,18.144,0.757
1818,02/12/2021 07:11:36 PM,0.061,0.635,18.120,0.098
1819,02/12/2021 07:12:36 PM,0.073,0.647,18.144,0.098
1820,02/12/2021 07:13:36 PM,0.073,0.647,18.095,0.098
1821,02/12/2021 07:14:36 PM,0.073,0.647,18.144,0.098
1822,02/12/2021 07:15:36 PM,0.073,0.647,18.120,0.098
1823,02/12/2021 07:16:36 PM,0.073,0.635,18.120,0.098
1824,02/12/2021 07:17:36 PM,0.073,0.635,18.095,0.098
1825,02/12/2021 07:18:36 PM,0.073,0.647,18.095,0.098
1826,02/12/2021 07:19:36 PM,0.085,0.635,18.120,0.073
1827,02/12/2021 07:20:36 PM,0.061,0.647,18.095,0.073
1828,02/12/2021 07:21:36 PM,0.061,0.647,18.120,0.098
1829,02/12/2021 07:22:36 PM,0.073,0.684,0.147,0.073
1830,02/12/2021 07:23:36 PM,0.073,0.647,0.122,0.073
1831,02/12/2021 07:24:36 PM,0.073,0.635,0.122,0.049
1832,02/12/2021 07:25:36 PM,0.061,0.647,0.122,0.049
1833,02/12/2021 07:26:36 PM,0.073,0.647,0.122,0.049
1834,02/12/2021 07:27:36 PM,0.061,0.647,0.122,0.049
1835,02/12/2021 07:28:36 PM,0.073,0.647,0.122,0.049
1836,02/12/2021 07:29:36 PM,0.061,0.659,0.098,0.049
1837,02/12/2021 07:30:36 PM,0.073,0.647,0.098,0.049
1838,02/12/2021 07:31:36 PM,0.073,0.647,0.122,0.049
1839,02/12/2021 07:32:36 PM,0.061,0.647,0.122,0.049
1840,02/12/2021 07:33:36 PM,0.073,0.647,0.098,0.049
1841,02/12/2021 07:34:36 PM,0.061,0.647,0.098,0.049
1842,02/12/2021 07:35:36 PM,0.073,0.647,0.122,0.049
1843,02/12/2021 07:36:36 PM,0.073,0.635,0.098,0.049
1844,02/12/2021 07:37:36 PM,0.061,0.647,0.122,0.049
1845,02/12/2021 07:38:36 PM,0.061,0.635,0.098,0.049
1846,02/12/2021 07:39:36 PM,0.073,0.647,0.122,0.073
1847,02/12/2021 07:40:36 PM,0.061,0.635,0.098,0.049
1848,02/12/2021 07:41:36 PM,0.073,0.647,0.122,0.049
1849,02/12/2021 07:42:36 PM,0.073,0.647,0.122,0.049
1850,02/12/2021 07:43:36 PM,0.073,0.647,0.122,0.049
1851,02/12/2021 07:44:36 PM,0.073,0.647,0.122,0.049
1852,02/12/2021 07:45:36 PM,0.073,0.647,0.122,0.049
1853,02/12/2021 07:46:36 PM,0.073,0.635,0.122,0.073
1854,02/12/2021 07:47:36 PM,0.073,0.635,0.122,0.049
1855,02/12/2021 07:48:36 PM,0.073,0.635,0.098,0.049
1856,02/12/2021 07:49:36 PM,0.073,1.844,0.122,0.049
1857,02/12/2021 07:50:36 PM,0.073,1.868,0.122,0.049
1858,02/12/2021 07:51:36 PM,0.061,1.868,0.098,0.049
1859,02/12/2021 07:52:36 PM,0.073,0.659,0.122,0.049
1860,02/12/2021 07:53:36 PM,0.061,0.635,0.122,0.049
1861,02/12/2021 07:54:36 PM,0.073,0.623,0.122,0.049
1862,02/12/2021 07:55:36 PM,0.049,0.635,0.122,0.073
1863,02/12/2021 07:56:36 PM,0.073,0.647,0.098,0.049
1864,02/12/2021 07:57:36 PM,0.061,0.635,0.122,0.073
1865,02/12/2021 07:58:36 PM,0.073,0.635,0.098,0.049
1866,02/12/2021 07:59:36 PM,0.073,0.647,0.122,0.049
1867,02/12/2021 08:00:36 PM,0.061,0.647,0.098,0.049
1868,02/12/2021 08:01:36 PM,0.073,0.635,0.098,0.049
1869,02/12/2021 08:02:36 PM,0.073,0.635,0.122,0.049
1870,02/12/2021 08:03:36 PM,0.073,0.647,0.098,0.049
1871,02/12/2021 08:04:36 PM,0.061,0.647,0.122,0.049
1872,02/12/2021 08:05:36 PM,0.061,0.647,0.098,0.073
1873,02/12/2021 08:06:36 PM,0.073,0.635,0.098,0.049
1874,02/12/2021 08:07:36 PM,0.073,0.635,0.098,0.049
1875,02/12/2021 08:08:36 PM,0.073,0.647,0.122,0.049
1876,02/12/2021 08:09:36 PM,0.061,0.647,0.098,0.049
1877,02/12/2021 08:10:36 PM,0.073,0.635,0.098,0.049
1878,02/12/2021 08:11:36 PM,0.073,0.635,0.098,0.049
1879,02/12/2021 08:12:36 PM,0.073,0.647,0.122,0.049
1880,02/12/2021 08:13:36 PM,0.073,0.635,0.122,0.049
1881,02/12/2021 08:14:36 PM,0.073,0.647,0.098,0.049
1882,02/12/2021 08:15:36 PM,0.073,0.635,0.098,0.049
1883,02/12/2021 08:16:36 PM,0.061,0.647,0.122,0.073
1884,02/12/2021 08:17:36 PM,0.073,0.635,0.098,0.049
1885,02/12/2021 08:18:36 PM,0.073,0.635,0.122,0.073
1886,02/12/2021 08:19:36 PM,0.073,0.635,0.122,0.049
1887,02/12/2021 08:20:36 PM,0.073,0.635,0.122,0.073
1888,02/12/2021 08:21:36 PM,0.073,0.647,0.098,0.049
1889,02/12/2021 08:22:36 PM,0.061,0.598,0.098,0.073
1890,02/12/2021 08:23:36 PM,0.073,0.635,0.098,0.073
1891,02/12/2021 08:24:36 PM,0.073,0.635,0.122,0.073
1892,02/12/2021 08:25:36 PM,0.073,0.635,0.122,0.049
1893,02/12/2021 08:26:36 PM,0.061,0.647,18.120,0.098
1894,02/12/2021 08:27:36 PM,0.061,0.635,18.168,0.098
1895,02/12/2021 08:28:36 PM,0.073,0.647,18.168,0.098
1896,02/12/2021 08:29:36 PM,0.073,0.635,18.168,0.098
1897,02/12/2021 08:30:36 PM,0.073,0.635,18.168,0.098
1898,02/12/2021 08:31:36 PM,0.073,0.635,18.168,0.073
1899,02/12/2021 08:32:36 PM,0.061,0.635,18.168,0.098
1900,02/12/2021 08:33:36 PM,0.061,0.635,18.144,0.098
1901,02/12/2021 08:34:36 PM,0.085,0.635,18.120,0.098
1902,02/12/2021 08:35:36 PM,0.073,0.635,18.120,0.098
1903,02/12/2021 08:36:36 PM,0.073,0.635,18.144,0.073
1904,02/12/2021 08:37:36 PM,0.073,0.635,18.168,0.098
1905,02/12/2021 08:38:36 PM,0.061,0.635,18.095,0.073
1906,02/12/2021 08:39:36 PM,0.061,0.647,18.120,0.098
1907,02/12/2021 08:40:36 PM,0.061,0.635,0.122,0.049
1908,02/12/2021 08:41:36 PM,0.073,0.635,0.122,0.049
1909,02/12/2021 08:42:36 PM,0.073,0.635,0.122,0.049
1910,02/12/2021 08:43:36 PM,0.073,0.635,0.098,0.024
1911,02/12/2021 08:44:36 PM,0.073,0.623,0.098,0.024
1912,02/12/2021 08:45:36 PM,0.073,0.635,0.098,0.049
1913,02/12/2021 08:46:36 PM,0.061,0.647,0.122,0.049
1914,02/12/2021 08:47:36 PM,0.061,0.635,0.098,0.049
1915,02/12/2021 08:48:36 PM,0.073,0.635,0.122,0.049
1916,02/12/2021 08:49:36 PM,0.073,0.635,0.122,0.049
1917,02/12/2021 08:50:36 PM,0.073,0.635,0.122,0.049
1918,02/12/2021 08:51:36 PM,0.061,0.635,0.098,0.049
1919,02/12/2021 08:52:36 PM,6.569,0.647,0.122,0.049
1920,02/12/2021 08:53:36 PM,0.073,0.635,0.122,0.049
1921,02/12/2021 08:54:36 PM,0.073,0.635,0.122,0.049
1922,02/12/2021 08:55:36 PM,0.061,0.635,0.122,0.049
1923,02/12/2021 08:56:36 PM,0.073,0.635,0.098,0.049
1924,02/12/2021 08:57:36 PM,0.073,0.635,0.122,0.049
1925,02/12/2021 08:58:36 PM,0.073,0.635,0.122,0.049
1926,02/12/2021 08:59:36 PM,0.073,0.635,0.098,0.049
1927,02/12/2021 09:00:36 PM,0.073,0.635,0.098,0.049
1928,02/12/2021 09:01:36 PM,0.073,0.598,0.122,0.049
1929,02/12/2021 09:02:36 PM,0.073,0.635,0.098,0.049
1930,02/12/2021 09:03:36 PM,0.073,0.635,0.122,0.073
1931,02/12/2021 09:04:36 PM,0.061,1.526,0.122,0.049
1932,02/12/2021 09:05:36 PM,0.073,1.844,0.122,0.049
1933,02/12/2021 09:06:36 PM,0.061,1.880,0.122,0.073
1934,02/12/2021 09:07:36 PM,0.061,0.647,0.122,0.073
1935,02/12/2021 09:08:36 PM,0.061,1.050,0.122,0.073
1936,02/12/2021 09:09:36 PM,0.061,0.598,0.122,0.073
1937,02/12/2021 09:10:36 PM,0.073,0.635,0.122,0.073
1938,02/12/2021 09:11:36 PM,0.073,0.647,0.098,0.049
1939,02/12/2021 09:12:36 PM,0.061,0.623,0.098,0.049
1940,02/12/2021 09:13:36 PM,0.061,0.635,0.122,0.073
1941,02/12/2021 09:14:36 PM,0.073,0.586,0.122,0.049
1942,02/12/2021 09:15:36 PM,0.061,0.635,0.098,0.049
1943,02/12/2021 09:16:36 PM,0.085,0.635,0.122,0.073
1944,02/12/2021 09:17:36 PM,0.061,0.635,0.098,0.073
1945,02/12/2021 09:18:36 PM,0.061,0.647,0.098,0.049
1946,02/12/2021 09:19:36 PM,0.085,0.635,0.122,0.049
