#,time,water_pump,End Of File (LGR S/N: 1191118)
9207,03/08/2021 11:59:01 AM,1.661,
9208,03/08/2021 11:59:02 AM,1.648,
9209,03/08/2021 11:59:03 AM,1.636,
9210,03/08/2021 11:59:04 AM,1.673,
9211,03/08/2021 11:59:05 AM,1.636,
9212,03/08/2021 11:59:06 AM,1.648,
9213,03/08/2021 11:59:07 AM,1.648,
9214,03/08/2021 11:59:08 AM,1.648,
9215,03/08/2021 11:59:09 AM,1.661,
9216,03/08/2021 11:59:10 AM,1.673,
9217,03/08/2021 11:59:11 AM,1.661,
9218,03/08/2021 11:59:12 AM,1.673,
9219,03/08/2021 11:59:13 AM,1.661,
9220,03/08/2021 11:59:14 AM,1.648,
9221,03/08/2021 11:59:15 AM,1.636,
9222,03/08/2021 11:59:16 AM,1.648,
9223,03/08/2021 11:59:17 AM,1.648,
9224,03/08/2021 11:59:18 AM,1.648,
9225,03/08/2021 11:59:19 AM,1.636,
9226,03/08/2021 11:59:20 AM,1.636,
9227,03/08/2021 11:59:21 AM,1.624,
9228,03/08/2021 11:59:22 AM,1.636,
9229,03/08/2021 11:59:23 AM,1.624,
9230,03/08/2021 11:59:24 AM,1.648,
9231,03/08/2021 11:59:25 AM,1.636,
9232,03/08/2021 11:59:26 AM,1.648,
9233,03/08/2021 11:59:27 AM,1.636,
9234,03/08/2021 11:59:28 AM,1.624,
9235,03/08/2021 11:59:29 AM,1.636,
9236,03/08/2021 11:59:30 AM,1.624,
9237,03/08/2021 11:59:31 AM,1.624,
9238,03/08/2021 11:59:32 AM,1.624,
9239,03/08/2021 11:59:33 AM,1.612,
9240,03/08/2021 11:59:34 AM,1.624,
9241,03/08/2021 11:59:35 AM,1.624,
9242,03/08/2021 11:59:36 AM,1.612,
9243,03/08/2021 11:59:37 AM,1.612,
9244,03/08/2021 11:59:38 AM,1.612,
9245,03/08/2021 11:59:39 AM,1.612,
9246,03/08/2021 11:59:40 AM,1.612,
9247,03/08/2021 11:59:41 AM,1.624,
9248,03/08/2021 11:59:42 AM,1.624,
9249,03/08/2021 11:59:43 AM,1.612,
9250,03/08/2021 11:59:44 AM,1.600,
9251,03/08/2021 11:59:45 AM,1.624,
9252,03/08/2021 11:59:46 AM,1.612,
9253,03/08/2021 11:59:47 AM,1.600,
9254,03/08/2021 11:59:48 AM,1.612,
9255,03/08/2021 11:59:49 AM,1.612,
9256,03/08/2021 11:59:50 AM,1.600,
9257,03/08/2021 11:59:51 AM,1.612,
9258,03/08/2021 11:59:52 AM,1.612,
9259,03/08/2021 11:59:53 AM,1.624,
9260,03/08/2021 11:59:54 AM,1.612,
9261,03/08/2021 11:59:55 AM,1.612,
9262,03/08/2021 11:59:56 AM,1.612,
9263,03/08/2021 11:59:57 AM,1.624,
9264,03/08/2021 11:59:58 AM,1.612,
9265,03/08/2021 11:59:59 AM,1.612,
9266,03/08/2021 12:00:00 PM,1.612,
9267,03/08/2021 12:00:01 PM,1.600,
9268,03/08/2021 12:00:02 PM,1.624,
9269,03/08/2021 12:00:03 PM,1.600,
9270,03/08/2021 12:00:04 PM,1.612,
9271,03/08/2021 12:00:05 PM,1.612,
9272,03/08/2021 12:00:06 PM,1.612,
9273,03/08/2021 12:00:07 PM,1.612,
9274,03/08/2021 12:00:08 PM,1.612,
9275,03/08/2021 12:00:09 PM,1.612,
9276,03/08/2021 12:00:10 PM,1.624,
9277,03/08/2021 12:00:11 PM,1.612,
9278,03/08/2021 12:00:12 PM,1.612,
9279,03/08/2021 12:00:13 PM,1.612,
9280,03/08/2021 12:00:14 PM,1.624,
9281,03/08/2021 12:00:15 PM,1.612,
9282,03/08/2021 12:00:16 PM,1.612,
9283,03/08/2021 12:00:17 PM,1.600,
9284,03/08/2021 12:00:18 PM,1.612,
9285,03/08/2021 12:00:19 PM,1.575,
9286,03/08/2021 12:00:20 PM,1.624,
9287,03/08/2021 12:00:21 PM,1.612,
9288,03/08/2021 12:00:22 PM,1.612,
9289,03/08/2021 12:00:23 PM,1.709,
9290,03/08/2021 12:00:24 PM,1.709,
9291,03/08/2021 12:00:25 PM,1.673,
9292,03/08/2021 12:00:26 PM,1.673,
9293,03/08/2021 12:00:27 PM,1.624,
9294,03/08/2021 12:00:28 PM,1.636,
9295,03/08/2021 12:00:29 PM,1.624,
9296,03/08/2021 12:00:30 PM,1.612,
9297,03/08/2021 12:00:31 PM,1.636,
9298,03/08/2021 12:00:32 PM,1.636,
9299,03/08/2021 12:00:33 PM,1.624,
9300,03/08/2021 12:00:34 PM,1.624,
9301,03/08/2021 12:00:35 PM,1.636,
9302,03/08/2021 12:00:36 PM,1.636,
9303,03/08/2021 12:00:37 PM,1.648,
9304,03/08/2021 12:00:38 PM,1.636,
9305,03/08/2021 12:00:39 PM,1.648,
9306,03/08/2021 12:00:40 PM,1.624,
9307,03/08/2021 12:00:41 PM,1.636,
9308,03/08/2021 12:00:42 PM,1.612,
9309,03/08/2021 12:00:43 PM,1.624,
9310,03/08/2021 12:00:44 PM,1.624,
9311,03/08/2021 12:00:45 PM,1.624,
9312,03/08/2021 12:00:46 PM,1.636,
9313,03/08/2021 12:00:47 PM,1.624,
9314,03/08/2021 12:00:48 PM,1.624,
9315,03/08/2021 12:00:49 PM,1.636,
9316,03/08/2021 12:00:50 PM,1.636,
9317,03/08/2021 12:00:51 PM,1.636,
9318,03/08/2021 12:00:52 PM,1.624,
9319,03/08/2021 12:00:53 PM,1.612,
9320,03/08/2021 12:00:54 PM,1.624,
9321,03/08/2021 12:00:55 PM,1.624,
9322,03/08/2021 12:00:56 PM,1.624,
9323,03/08/2021 12:00:57 PM,1.600,
9324,03/08/2021 12:00:58 PM,1.624,
9325,03/08/2021 12:00:59 PM,1.624,
9326,03/08/2021 12:01:00 PM,1.624,
9327,03/08/2021 12:01:01 PM,1.636,
9328,03/08/2021 12:01:02 PM,1.624,
9329,03/08/2021 12:01:03 PM,1.612,
9330,03/08/2021 12:01:04 PM,1.624,
9331,03/08/2021 12:01:05 PM,1.636,
9332,03/08/2021 12:01:06 PM,1.624,
9333,03/08/2021 12:01:07 PM,1.648,
9334,03/08/2021 12:01:08 PM,1.636,
9335,03/08/2021 12:01:09 PM,1.648,
9336,03/08/2021 12:01:10 PM,1.661,
9337,03/08/2021 12:01:11 PM,1.648,
9338,03/08/2021 12:01:12 PM,1.636,
9339,03/08/2021 12:01:13 PM,1.636,
9340,03/08/2021 12:01:14 PM,1.636,
9341,03/08/2021 12:01:15 PM,1.636,
9342,03/08/2021 12:01:16 PM,1.636,
9343,03/08/2021 12:01:17 PM,1.636,
9344,03/08/2021 12:01:18 PM,1.648,
9345,03/08/2021 12:01:19 PM,1.636,
9346,03/08/2021 12:01:20 PM,1.648,
9347,03/08/2021 12:01:21 PM,1.636,
9348,03/08/2021 12:01:22 PM,1.636,
9349,03/08/2021 12:01:23 PM,1.648,
9350,03/08/2021 12:01:24 PM,1.648,
9351,03/08/2021 12:01:25 PM,1.648,
9352,03/08/2021 12:01:26 PM,1.648,
9353,03/08/2021 12:01:27 PM,1.673,
9354,03/08/2021 12:01:28 PM,1.661,
9355,03/08/2021 12:01:29 PM,1.661,
9356,03/08/2021 12:01:30 PM,1.661,
9357,03/08/2021 12:01:31 PM,1.661,
9358,03/08/2021 12:01:32 PM,1.661,
9359,03/08/2021 12:01:33 PM,1.636,
9360,03/08/2021 12:01:34 PM,1.648,
9361,03/08/2021 12:01:35 PM,1.648,
9362,03/08/2021 12:01:36 PM,1.661,
9363,03/08/2021 12:01:37 PM,1.636,
9364,03/08/2021 12:01:38 PM,1.636,
9365,03/08/2021 12:01:39 PM,1.636,
9366,03/08/2021 12:01:40 PM,1.648,
9367,03/08/2021 12:01:41 PM,1.636,
9368,03/08/2021 12:01:42 PM,1.648,
9369,03/08/2021 12:01:43 PM,1.648,
9370,03/08/2021 12:01:44 PM,1.648,
9371,03/08/2021 12:01:45 PM,1.636,
9372,03/08/2021 12:01:46 PM,1.636,
9373,03/08/2021 12:01:47 PM,1.636,
9374,03/08/2021 12:01:48 PM,1.661,
9375,03/08/2021 12:01:49 PM,1.648,
9376,03/08/2021 12:01:50 PM,1.673,
9377,03/08/2021 12:01:51 PM,1.661,
9378,03/08/2021 12:01:52 PM,1.673,
9379,03/08/2021 12:01:53 PM,1.648,
9380,03/08/2021 12:01:54 PM,1.648,
9381,03/08/2021 12:01:55 PM,1.648,
9382,03/08/2021 12:01:56 PM,1.648,
9383,03/08/2021 12:01:57 PM,1.636,
9384,03/08/2021 12:01:58 PM,1.636,
9385,03/08/2021 12:01:59 PM,1.648,
9386,03/08/2021 12:02:00 PM,1.648,
9387,03/08/2021 12:02:01 PM,1.636,
9388,03/08/2021 12:02:02 PM,1.636,
9389,03/08/2021 12:02:03 PM,1.624,
9390,03/08/2021 12:02:04 PM,1.636,
9391,03/08/2021 12:02:05 PM,1.648,
9392,03/08/2021 12:02:06 PM,1.636,
9393,03/08/2021 12:02:07 PM,1.636,
9394,03/08/2021 12:02:08 PM,1.636,
9395,03/08/2021 12:02:09 PM,1.648,
9396,03/08/2021 12:02:10 PM,1.648,
9397,03/08/2021 12:02:11 PM,1.636,
9398,03/08/2021 12:02:12 PM,1.636,
9399,03/08/2021 12:02:13 PM,1.636,
9400,03/08/2021 12:02:14 PM,1.648,
9401,03/08/2021 12:02:15 PM,1.636,
9402,03/08/2021 12:02:16 PM,1.648,
9403,03/08/2021 12:02:17 PM,1.648,
9404,03/08/2021 12:02:18 PM,1.636,
9405,03/08/2021 12:02:19 PM,1.636,
9406,03/08/2021 12:02:20 PM,1.636,
9407,03/08/2021 12:02:21 PM,1.648,
9408,03/08/2021 12:02:22 PM,1.636,
9409,03/08/2021 12:02:23 PM,1.636,
9410,03/08/2021 12:02:24 PM,1.648,
9411,03/08/2021 12:02:25 PM,1.648,
9412,03/08/2021 12:02:26 PM,1.648,
9413,03/08/2021 12:02:27 PM,1.648,
9414,03/08/2021 12:02:28 PM,1.636,
9415,03/08/2021 12:02:29 PM,1.648,
9416,03/08/2021 12:02:30 PM,1.648,
9417,03/08/2021 12:02:31 PM,1.661,
9418,03/08/2021 12:02:32 PM,1.661,
9419,03/08/2021 12:02:33 PM,1.648,
9420,03/08/2021 12:02:34 PM,1.661,
9421,03/08/2021 12:02:35 PM,1.648,
9422,03/08/2021 12:02:36 PM,1.648,
9423,03/08/2021 12:02:37 PM,1.648,
9424,03/08/2021 12:02:38 PM,1.648,
9425,03/08/2021 12:02:39 PM,1.648,
9426,03/08/2021 12:02:40 PM,1.661,
9427,03/08/2021 12:02:41 PM,1.673,
9428,03/08/2021 12:02:42 PM,1.673,
9429,03/08/2021 12:02:43 PM,1.661,
9430,03/08/2021 12:02:44 PM,1.661,
9431,03/08/2021 12:02:45 PM,1.661,
9432,03/08/2021 12:02:46 PM,1.661,
9433,03/08/2021 12:02:47 PM,1.648,
9434,03/08/2021 12:02:48 PM,1.648,
9435,03/08/2021 12:02:49 PM,1.648,
9436,03/08/2021 12:02:50 PM,1.661,
9437,03/08/2021 12:02:51 PM,1.661,
9438,03/08/2021 12:02:52 PM,1.661,
9439,03/08/2021 12:02:53 PM,1.648,
9440,03/08/2021 12:02:54 PM,1.648,
9441,03/08/2021 12:02:55 PM,1.648,
9442,03/08/2021 12:02:56 PM,1.648,
9443,03/08/2021 12:02:57 PM,1.661,
9444,03/08/2021 12:02:58 PM,1.661,
9445,03/08/2021 12:02:59 PM,1.648,
9446,03/08/2021 12:03:00 PM,1.648,
9447,03/08/2021 12:03:01 PM,1.648,
9448,03/08/2021 12:03:02 PM,1.648,
9449,03/08/2021 12:03:03 PM,1.648,
9450,03/08/2021 12:03:04 PM,1.661,
9451,03/08/2021 12:03:05 PM,1.673,
9452,03/08/2021 12:03:06 PM,1.673,
9453,03/08/2021 12:03:07 PM,1.673,
9454,03/08/2021 12:03:08 PM,1.685,
9455,03/08/2021 12:03:09 PM,1.661,
9456,03/08/2021 12:03:10 PM,1.673,
9457,03/08/2021 12:03:11 PM,1.673,
9458,03/08/2021 12:03:12 PM,1.673,
9459,03/08/2021 12:03:13 PM,1.661,
9460,03/08/2021 12:03:14 PM,1.673,
9461,03/08/2021 12:03:15 PM,1.661,
9462,03/08/2021 12:03:16 PM,1.673,
9463,03/08/2021 12:03:17 PM,1.661,
9464,03/08/2021 12:03:18 PM,1.661,
9465,03/08/2021 12:03:19 PM,1.673,
9466,03/08/2021 12:03:20 PM,1.661,
9467,03/08/2021 12:03:21 PM,1.661,
9468,03/08/2021 12:03:22 PM,1.648,
9469,03/08/2021 12:03:23 PM,1.648,
9470,03/08/2021 12:03:24 PM,1.661,
9471,03/08/2021 12:03:25 PM,1.673,
9472,03/08/2021 12:03:26 PM,1.673,
9473,03/08/2021 12:03:27 PM,1.661,
9474,03/08/2021 12:03:28 PM,1.661,
9475,03/08/2021 12:03:29 PM,1.661,
9476,03/08/2021 12:03:30 PM,1.648,
9477,03/08/2021 12:03:31 PM,1.648,
9478,03/08/2021 12:03:32 PM,1.648,
9479,03/08/2021 12:03:33 PM,1.648,
9480,03/08/2021 12:03:34 PM,1.636,
9481,03/08/2021 12:03:35 PM,1.648,
9482,03/08/2021 12:03:36 PM,1.648,
9483,03/08/2021 12:03:37 PM,1.636,
9484,03/08/2021 12:03:38 PM,1.648,
9485,03/08/2021 12:03:39 PM,1.636,
9486,03/08/2021 12:03:40 PM,1.648,
9487,03/08/2021 12:03:41 PM,1.636,
9488,03/08/2021 12:03:42 PM,1.661,
9489,03/08/2021 12:03:43 PM,1.673,
9490,03/08/2021 12:03:44 PM,1.661,
9491,03/08/2021 12:03:45 PM,1.673,
9492,03/08/2021 12:03:46 PM,1.673,
9493,03/08/2021 12:03:47 PM,1.661,
9494,03/08/2021 12:03:48 PM,1.673,
9495,03/08/2021 12:03:49 PM,1.673,
9496,03/08/2021 12:03:50 PM,1.673,
9497,03/08/2021 12:03:51 PM,1.661,
9498,03/08/2021 12:03:52 PM,1.661,
9499,03/08/2021 12:03:53 PM,1.685,
9500,03/08/2021 12:03:54 PM,1.673,
9501,03/08/2021 12:03:55 PM,1.673,
9502,03/08/2021 12:03:56 PM,1.673,
9503,03/08/2021 12:03:57 PM,1.673,
9504,03/08/2021 12:03:58 PM,1.673,
9505,03/08/2021 12:03:59 PM,1.673,
9506,03/08/2021 12:04:00 PM,1.673,
9507,03/08/2021 12:04:01 PM,1.661,
9508,03/08/2021 12:04:02 PM,1.661,
9509,03/08/2021 12:04:03 PM,1.661,
9510,03/08/2021 12:04:04 PM,1.661,
9511,03/08/2021 12:04:05 PM,1.673,
9512,03/08/2021 12:04:06 PM,1.673,
9513,03/08/2021 12:04:07 PM,1.673,
9514,03/08/2021 12:04:08 PM,1.661,
9515,03/08/2021 12:04:09 PM,1.673,
9516,03/08/2021 12:04:10 PM,1.722,
9517,03/08/2021 12:04:11 PM,1.722,
9518,03/08/2021 12:04:12 PM,1.722,
9519,03/08/2021 12:04:13 PM,1.722,
9520,03/08/2021 12:04:14 PM,1.722,
9521,03/08/2021 12:04:15 PM,1.734,
9522,03/08/2021 12:04:16 PM,1.722,
9523,03/08/2021 12:04:17 PM,1.734,
9524,03/08/2021 12:04:18 PM,1.734,
9525,03/08/2021 12:04:19 PM,1.746,
9526,03/08/2021 12:04:20 PM,1.697,
9527,03/08/2021 12:04:21 PM,1.673,
9528,03/08/2021 12:04:22 PM,1.673,
9529,03/08/2021 12:04:23 PM,1.685,
9530,03/08/2021 12:04:24 PM,1.673,
9531,03/08/2021 12:04:25 PM,1.685,
9532,03/08/2021 12:04:26 PM,1.673,
9533,03/08/2021 12:04:27 PM,1.673,
9534,03/08/2021 12:04:28 PM,1.685,
9535,03/08/2021 12:04:29 PM,1.673,
9536,03/08/2021 12:04:30 PM,1.685,
9537,03/08/2021 12:04:31 PM,1.673,
9538,03/08/2021 12:04:32 PM,1.685,
9539,03/08/2021 12:04:33 PM,1.685,
9540,03/08/2021 12:04:34 PM,1.685,
9541,03/08/2021 12:04:35 PM,1.685,
9542,03/08/2021 12:04:36 PM,1.697,
9543,03/08/2021 12:04:37 PM,1.697,
9544,03/08/2021 12:04:38 PM,1.697,
9545,03/08/2021 12:04:39 PM,1.685,
9546,03/08/2021 12:04:40 PM,1.685,
9547,03/08/2021 12:04:41 PM,1.685,
9548,03/08/2021 12:04:42 PM,1.685,
9549,03/08/2021 12:04:43 PM,1.697,
9550,03/08/2021 12:04:44 PM,1.685,
9551,03/08/2021 12:04:45 PM,1.685,
9552,03/08/2021 12:04:46 PM,1.697,
9553,03/08/2021 12:04:47 PM,1.697,
9554,03/08/2021 12:04:48 PM,1.709,
9555,03/08/2021 12:04:49 PM,1.697,
9556,03/08/2021 12:04:50 PM,1.685,
9557,03/08/2021 12:04:51 PM,1.709,
9558,03/08/2021 12:04:52 PM,1.697,
9559,03/08/2021 12:04:53 PM,1.685,
9560,03/08/2021 12:04:54 PM,1.697,
9561,03/08/2021 12:04:55 PM,1.697,
9562,03/08/2021 12:04:56 PM,1.685,
9563,03/08/2021 12:04:57 PM,1.673,
9564,03/08/2021 12:04:58 PM,1.673,
9565,03/08/2021 12:04:59 PM,1.697,
9566,03/08/2021 12:05:00 PM,1.697,
9567,03/08/2021 12:05:01 PM,1.697,
9568,03/08/2021 12:05:02 PM,1.685,
9569,03/08/2021 12:05:03 PM,1.734,
9570,03/08/2021 12:05:04 PM,1.722,
9571,03/08/2021 12:05:05 PM,1.709,
9572,03/08/2021 12:05:06 PM,1.722,
9573,03/08/2021 12:05:07 PM,1.709,
9574,03/08/2021 12:05:08 PM,1.697,
9575,03/08/2021 12:05:09 PM,1.697,
9576,03/08/2021 12:05:10 PM,1.722,
9577,03/08/2021 12:05:11 PM,1.697,
9578,03/08/2021 12:05:12 PM,1.722,
9579,03/08/2021 12:05:13 PM,1.722,
9580,03/08/2021 12:05:14 PM,1.709,
9581,03/08/2021 12:05:15 PM,1.709,
9582,03/08/2021 12:05:16 PM,1.722,
9583,03/08/2021 12:05:17 PM,1.734,
9584,03/08/2021 12:05:18 PM,1.722,
9585,03/08/2021 12:05:19 PM,1.722,
9586,03/08/2021 12:05:20 PM,1.722,
9587,03/08/2021 12:05:21 PM,1.722,
9588,03/08/2021 12:05:22 PM,1.709,
9589,03/08/2021 12:05:23 PM,1.709,
9590,03/08/2021 12:05:24 PM,1.722,
9591,03/08/2021 12:05:25 PM,1.709,
9592,03/08/2021 12:05:26 PM,1.722,
9593,03/08/2021 12:05:27 PM,1.722,
9594,03/08/2021 12:05:28 PM,1.722,
9595,03/08/2021 12:05:29 PM,1.709,
9596,03/08/2021 12:05:30 PM,1.709,
9597,03/08/2021 12:05:31 PM,1.697,
9598,03/08/2021 12:05:32 PM,1.746,
9599,03/08/2021 12:05:33 PM,1.746,
9600,03/08/2021 12:05:34 PM,1.722,
9601,03/08/2021 12:05:35 PM,1.709,
9602,03/08/2021 12:05:36 PM,1.709,
9603,03/08/2021 12:05:37 PM,1.673,
9604,03/08/2021 12:05:38 PM,1.685,
9605,03/08/2021 12:05:39 PM,1.673,
9606,03/08/2021 12:05:40 PM,1.709,
9607,03/08/2021 12:05:41 PM,1.685,
9608,03/08/2021 12:05:42 PM,1.685,
9609,03/08/2021 12:05:43 PM,1.697,
9610,03/08/2021 12:05:44 PM,1.697,
9611,03/08/2021 12:05:45 PM,1.709,
9612,03/08/2021 12:05:46 PM,1.685,
9613,03/08/2021 12:05:47 PM,1.697,
9614,03/08/2021 12:05:48 PM,1.697,
9615,03/08/2021 12:05:49 PM,1.709,
9616,03/08/2021 12:05:50 PM,1.697,
9617,03/08/2021 12:05:51 PM,1.685,
9618,03/08/2021 12:05:52 PM,1.685,
9619,03/08/2021 12:05:53 PM,1.709,
9620,03/08/2021 12:05:54 PM,1.697,
9621,03/08/2021 12:05:55 PM,1.685,
9622,03/08/2021 12:05:56 PM,1.685,
9623,03/08/2021 12:05:57 PM,1.697,
9624,03/08/2021 12:05:58 PM,1.709,
9625,03/08/2021 12:05:59 PM,1.697,
9626,03/08/2021 12:06:00 PM,1.685,
9627,03/08/2021 12:06:01 PM,1.697,
9628,03/08/2021 12:06:02 PM,1.697,
9629,03/08/2021 12:06:03 PM,1.722,
9630,03/08/2021 12:06:04 PM,1.709,
9631,03/08/2021 12:06:05 PM,1.709,
9632,03/08/2021 12:06:06 PM,1.709,
9633,03/08/2021 12:06:07 PM,1.673,
9634,03/08/2021 12:06:08 PM,1.709,
9635,03/08/2021 12:06:09 PM,1.722,
9636,03/08/2021 12:06:10 PM,1.673,
9637,03/08/2021 12:06:11 PM,1.673,
9638,03/08/2021 12:06:12 PM,1.661,
9639,03/08/2021 12:06:13 PM,1.697,
9640,03/08/2021 12:06:14 PM,1.673,
9641,03/08/2021 12:06:15 PM,1.673,
9642,03/08/2021 12:06:16 PM,1.685,
9643,03/08/2021 12:06:17 PM,1.673,
9644,03/08/2021 12:06:18 PM,1.697,
9645,03/08/2021 12:06:19 PM,1.697,
9646,03/08/2021 12:06:20 PM,1.697,
9647,03/08/2021 12:06:21 PM,1.685,
9648,03/08/2021 12:06:22 PM,1.685,
9649,03/08/2021 12:06:23 PM,1.697,
9650,03/08/2021 12:06:24 PM,1.709,
9651,03/08/2021 12:06:25 PM,1.685,
9652,03/08/2021 12:06:26 PM,1.709,
9653,03/08/2021 12:06:27 PM,1.685,
9654,03/08/2021 12:06:28 PM,1.685,
9655,03/08/2021 12:06:29 PM,1.648,
9656,03/08/2021 12:06:30 PM,1.673,
9657,03/08/2021 12:06:31 PM,1.648,
9658,03/08/2021 12:06:32 PM,1.685,
9659,03/08/2021 12:06:33 PM,1.661,
9660,03/08/2021 12:06:34 PM,1.661,
9661,03/08/2021 12:06:35 PM,1.673,
9662,03/08/2021 12:06:36 PM,1.673,
9663,03/08/2021 12:06:37 PM,1.673,
9664,03/08/2021 12:06:38 PM,1.661,
9665,03/08/2021 12:06:39 PM,1.661,
9666,03/08/2021 12:06:40 PM,1.685,
9667,03/08/2021 12:06:41 PM,1.673,
9668,03/08/2021 12:06:42 PM,1.685,
9669,03/08/2021 12:06:43 PM,1.697,
9670,03/08/2021 12:06:44 PM,1.661,
9671,03/08/2021 12:06:45 PM,1.661,
9672,03/08/2021 12:06:46 PM,1.661,
9673,03/08/2021 12:06:47 PM,1.648,
9674,03/08/2021 12:06:48 PM,1.673,
9675,03/08/2021 12:06:49 PM,1.648,
9676,03/08/2021 12:06:50 PM,1.673,
9677,03/08/2021 12:06:51 PM,1.648,
9678,03/08/2021 12:06:52 PM,1.648,
9679,03/08/2021 12:06:53 PM,1.673,
9680,03/08/2021 12:06:54 PM,1.648,
9681,03/08/2021 12:06:55 PM,1.661,
9682,03/08/2021 12:06:56 PM,1.673,
9683,03/08/2021 12:06:57 PM,1.661,
9684,03/08/2021 12:06:58 PM,1.673,
9685,03/08/2021 12:06:59 PM,1.661,
9686,03/08/2021 12:07:00 PM,1.661,
9687,03/08/2021 12:07:01 PM,1.648,
9688,03/08/2021 12:07:02 PM,1.648,
9689,03/08/2021 12:07:03 PM,1.648,
9690,03/08/2021 12:07:04 PM,1.648,
9691,03/08/2021 12:07:05 PM,1.661,
9692,03/08/2021 12:07:06 PM,1.661,
9693,03/08/2021 12:07:07 PM,1.661,
9694,03/08/2021 12:07:08 PM,1.661,
9695,03/08/2021 12:07:09 PM,1.673,
9696,03/08/2021 12:07:10 PM,1.661,
9697,03/08/2021 12:07:11 PM,1.648,
9698,03/08/2021 12:07:12 PM,1.661,
9699,03/08/2021 12:07:13 PM,1.661,
9700,03/08/2021 12:07:14 PM,1.673,
9701,03/08/2021 12:07:15 PM,1.697,
9702,03/08/2021 12:07:16 PM,1.673,
9703,03/08/2021 12:07:17 PM,1.673,
9704,03/08/2021 12:07:18 PM,1.685,
9705,03/08/2021 12:07:19 PM,1.661,
9706,03/08/2021 12:07:20 PM,1.673,
9707,03/08/2021 12:07:21 PM,1.685,
9708,03/08/2021 12:07:22 PM,1.685,
9709,03/08/2021 12:07:23 PM,1.697,
9710,03/08/2021 12:07:24 PM,1.685,
9711,03/08/2021 12:07:25 PM,1.697,
9712,03/08/2021 12:07:26 PM,1.685,
9713,03/08/2021 12:07:27 PM,1.685,
9714,03/08/2021 12:07:28 PM,1.685,
9715,03/08/2021 12:07:29 PM,1.673,
9716,03/08/2021 12:07:30 PM,1.685,
9717,03/08/2021 12:07:31 PM,1.685,
9718,03/08/2021 12:07:32 PM,1.697,
9719,03/08/2021 12:07:33 PM,1.661,
9720,03/08/2021 12:07:34 PM,1.673,
9721,03/08/2021 12:07:35 PM,1.685,
9722,03/08/2021 12:07:36 PM,1.661,
9723,03/08/2021 12:07:37 PM,1.697,
9724,03/08/2021 12:07:38 PM,1.673,
9725,03/08/2021 12:07:39 PM,1.697,
9726,03/08/2021 12:07:40 PM,1.697,
9727,03/08/2021 12:07:41 PM,1.697,
9728,03/08/2021 12:07:42 PM,1.685,
9729,03/08/2021 12:07:43 PM,1.697,
9730,03/08/2021 12:07:44 PM,1.697,
9731,03/08/2021 12:07:45 PM,1.697,
9732,03/08/2021 12:07:46 PM,1.685,
9733,03/08/2021 12:07:47 PM,1.685,
9734,03/08/2021 12:07:48 PM,1.685,
9735,03/08/2021 12:07:49 PM,1.697,
9736,03/08/2021 12:07:50 PM,1.697,
9737,03/08/2021 12:07:51 PM,1.697,
9738,03/08/2021 12:07:52 PM,1.673,
9739,03/08/2021 12:07:53 PM,1.673,
9740,03/08/2021 12:07:54 PM,1.685,
9741,03/08/2021 12:07:55 PM,1.685,
9742,03/08/2021 12:07:56 PM,1.697,
9743,03/08/2021 12:07:57 PM,1.697,
9744,03/08/2021 12:07:58 PM,1.697,
9745,03/08/2021 12:07:59 PM,1.685,
9746,03/08/2021 12:08:00 PM,1.673,
9747,03/08/2021 12:08:01 PM,1.709,
9748,03/08/2021 12:08:02 PM,1.685,
9749,03/08/2021 12:08:03 PM,1.709,
9750,03/08/2021 12:08:04 PM,1.697,
9751,03/08/2021 12:08:05 PM,1.685,
9752,03/08/2021 12:08:06 PM,1.685,
9753,03/08/2021 12:08:07 PM,1.685,
9754,03/08/2021 12:08:08 PM,1.697,
9755,03/08/2021 12:08:09 PM,1.685,
9756,03/08/2021 12:08:10 PM,1.722,
9757,03/08/2021 12:08:11 PM,1.722,
9758,03/08/2021 12:08:12 PM,1.709,
9759,03/08/2021 12:08:13 PM,1.709,
9760,03/08/2021 12:08:14 PM,1.722,
9761,03/08/2021 12:08:15 PM,1.709,
9762,03/08/2021 12:08:16 PM,1.722,
9763,03/08/2021 12:08:17 PM,1.722,
9764,03/08/2021 12:08:18 PM,1.734,
9765,03/08/2021 12:08:19 PM,1.722,
9766,03/08/2021 12:08:20 PM,1.709,
9767,03/08/2021 12:08:21 PM,1.685,
9768,03/08/2021 12:08:22 PM,1.709,
9769,03/08/2021 12:08:23 PM,1.709,
9770,03/08/2021 12:08:24 PM,1.722,
9771,03/08/2021 12:08:25 PM,1.722,
9772,03/08/2021 12:08:26 PM,1.697,
9773,03/08/2021 12:08:27 PM,1.722,
9774,03/08/2021 12:08:28 PM,1.709,
9775,03/08/2021 12:08:29 PM,1.697,
9776,03/08/2021 12:08:30 PM,1.722,
9777,03/08/2021 12:08:31 PM,1.722,
9778,03/08/2021 12:08:32 PM,1.697,
9779,03/08/2021 12:08:33 PM,1.709,
9780,03/08/2021 12:08:34 PM,1.734,
9781,03/08/2021 12:08:35 PM,1.734,
9782,03/08/2021 12:08:36 PM,1.746,
9783,03/08/2021 12:08:37 PM,1.734,
9784,03/08/2021 12:08:38 PM,1.734,
9785,03/08/2021 12:08:39 PM,1.734,
9786,03/08/2021 12:08:40 PM,1.722,
9787,03/08/2021 12:08:41 PM,1.746,
9788,03/08/2021 12:08:42 PM,1.746,
