time,well_pump,new_fridge,water_heater,old_fridge
02/11/2021 08:10:36 PM,0.061,0.513,0.122,0.049
02/11/2021 08:11:36 PM,0.061,0.513,0.122,0.049
02/11/2021 08:12:36 PM,0.061,0.513,0.098,0.073
02/11/2021 08:13:36 PM,0.061,0.513,0.122,0.049
02/11/2021 08:14:36 PM,0.061,0.513,0.098,0.049
02/11/2021 08:15:36 PM,0.073,0.623,0.122,0.073
02/11/2021 08:16:36 PM,0.061,0.501,0.098,0.049
02/11/2021 08:17:36 PM,0.061,0.513,18.144,0.098
02/11/2021 08:18:36 PM,0.061,0.513,17.924,0.073
02/11/2021 08:19:36 PM,0.061,0.513,17.924,0.098
02/11/2021 08:20:36 PM,0.061,0.513,17.900,0.098
02/11/2021 08:21:36 PM,0.061,0.513,17.900,0.098
02/11/2021 08:22:36 PM,0.061,0.513,17.949,0.073
02/11/2021 08:23:36 PM,0.073,0.501,17.998,0.098
02/11/2021 08:24:36 PM,0.049,1.343,18.022,0.098
02/11/2021 08:25:36 PM,0.049,1.306,18.022,0.098
02/11/2021 08:26:36 PM,0.061,1.294,17.998,0.098
02/11/2021 08:27:36 PM,0.061,1.294,17.998,0.098
02/11/2021 08:28:36 PM,0.061,1.294,17.998,0.098
02/11/2021 08:29:36 PM,0.061,1.294,17.998,0.098
02/11/2021 08:30:36 PM,0.049,1.306,17.973,0.098
02/11/2021 08:31:36 PM,0.061,1.306,17.998,0.098
02/11/2021 08:32:36 PM,0.049,1.306,17.998,0.098
02/11/2021 08:33:36 PM,0.049,1.306,17.998,0.098
02/11/2021 08:34:36 PM,0.061,1.306,18.022,0.098
02/11/2021 08:35:36 PM,0.061,1.294,17.998,0.098
02/11/2021 08:36:36 PM,0.061,1.306,17.998,0.073
02/11/2021 08:37:36 PM,0.049,1.306,18.022,0.098
02/11/2021 08:38:36 PM,0.061,1.306,17.900,0.073
02/11/2021 08:39:36 PM,0.049,1.306,17.875,0.073
02/11/2021 08:40:36 PM,0.061,1.306,17.924,0.098
02/11/2021 08:41:36 PM,6.496,1.319,17.924,0.073
02/11/2021 08:42:36 PM,0.061,1.306,17.949,0.098
02/11/2021 08:43:36 PM,0.061,1.294,17.949,0.098
02/11/2021 08:44:36 PM,0.061,1.294,17.900,0.098
02/11/2021 08:45:36 PM,0.061,1.404,17.900,0.073
02/11/2021 08:46:36 PM,0.061,1.294,17.900,0.098
02/11/2021 08:47:36 PM,0.061,1.294,17.900,0.098
02/11/2021 08:48:36 PM,0.049,1.294,17.900,0.073
02/11/2021 08:49:36 PM,0.061,1.294,17.949,0.098
02/11/2021 08:50:36 PM,0.061,1.294,17.949,0.073
02/11/2021 08:51:36 PM,0.049,1.294,18.828,0.098
02/11/2021 08:52:36 PM,0.061,1.306,17.973,0.098
02/11/2021 08:53:36 PM,0.061,1.282,17.949,0.073
02/11/2021 08:54:36 PM,0.049,1.294,17.973,0.073
02/11/2021 08:55:36 PM,0.049,0.073,17.973,0.073
02/11/2021 08:56:36 PM,0.061,0.037,17.973,0.098
02/11/2021 08:57:36 PM,0.049,0.049,17.998,0.073
02/11/2021 08:58:36 PM,0.061,0.037,17.949,0.098
02/11/2021 08:59:36 PM,0.049,0.037,17.949,0.073
02/11/2021 09:00:36 PM,0.049,0.049,17.973,0.073
02/11/2021 09:01:36 PM,0.061,0.037,17.924,0.098
02/11/2021 09:02:36 PM,0.049,0.049,17.924,0.098
02/11/2021 09:03:36 PM,0.061,0.037,17.949,0.073
02/11/2021 09:04:36 PM,0.061,0.037,17.924,0.073
02/11/2021 09:05:36 PM,0.061,0.037,17.949,0.073
02/11/2021 09:06:36 PM,0.049,0.049,17.973,0.073
02/11/2021 09:07:36 PM,0.049,0.037,17.949,0.073
02/11/2021 09:08:36 PM,0.061,0.049,17.973,0.098
02/11/2021 09:09:36 PM,0.061,0.586,17.973,0.073
02/11/2021 09:10:36 PM,0.049,0.598,17.949,0.073
02/11/2021 09:11:36 PM,0.061,0.635,17.949,0.073
02/11/2021 09:12:36 PM,0.049,0.647,17.973,0.073
02/11/2021 09:13:36 PM,0.061,0.647,17.949,0.098
02/11/2021 09:14:36 PM,0.061,0.635,17.998,0.073
02/11/2021 09:15:36 PM,0.049,0.745,18.022,0.073
02/11/2021 09:16:36 PM,0.049,0.635,18.022,0.073
02/11/2021 09:17:36 PM,0.061,0.623,17.949,0.073
02/11/2021 09:18:36 PM,0.061,0.611,17.998,0.073
02/11/2021 09:19:36 PM,0.049,0.611,17.998,0.073
02/11/2021 09:20:36 PM,0.061,0.598,17.998,0.073
02/11/2021 09:21:36 PM,0.061,0.598,17.998,0.073
02/11/2021 09:22:36 PM,0.049,0.635,17.998,0.073
02/11/2021 09:23:36 PM,0.061,0.635,18.071,0.073
02/11/2021 09:24:36 PM,0.049,0.635,18.071,0.073
02/11/2021 09:25:36 PM,0.061,0.635,18.046,0.073
02/11/2021 09:26:36 PM,0.049,0.635,18.046,0.073
02/11/2021 09:27:36 PM,0.049,0.635,18.046,0.073
02/11/2021 09:28:36 PM,0.049,0.635,18.046,0.073
02/11/2021 09:29:36 PM,0.049,0.635,18.071,0.073
02/11/2021 09:30:36 PM,0.049,0.635,18.095,0.073
02/11/2021 09:31:36 PM,0.061,0.623,18.095,0.073
02/11/2021 09:32:36 PM,0.049,0.623,18.120,0.073
02/11/2021 09:33:36 PM,0.061,0.635,18.144,0.073
02/11/2021 09:34:36 PM,0.049,0.635,18.120,0.073
02/11/2021 09:35:36 PM,0.061,0.623,18.120,0.073
02/11/2021 09:36:36 PM,6.447,0.647,18.046,0.073
02/11/2021 09:37:36 PM,0.061,0.635,18.120,0.073
02/11/2021 09:38:36 PM,0.049,0.623,18.144,0.073
02/11/2021 09:39:36 PM,0.049,0.623,18.120,0.073
02/11/2021 09:40:36 PM,0.049,0.623,18.095,0.073
02/11/2021 09:41:36 PM,0.049,0.623,18.095,0.073
02/11/2021 09:42:36 PM,0.049,0.635,18.095,0.073
02/11/2021 09:43:36 PM,0.049,0.623,18.095,0.049
02/11/2021 09:44:36 PM,0.049,0.623,18.071,0.073
02/11/2021 09:45:36 PM,0.061,0.745,18.095,0.073
02/11/2021 09:46:36 PM,0.049,0.623,18.071,0.073
02/11/2021 09:47:36 PM,0.049,0.623,18.071,0.073
02/11/2021 09:48:36 PM,0.049,0.635,18.095,0.073
02/11/2021 09:49:36 PM,0.061,0.623,18.120,0.073
02/11/2021 09:50:36 PM,0.061,0.623,18.120,0.073
02/11/2021 09:51:36 PM,0.049,0.623,0.122,0.049
02/11/2021 09:52:36 PM,0.049,0.623,0.122,0.024
02/11/2021 09:53:36 PM,0.049,0.598,0.122,0.024
02/11/2021 09:54:36 PM,0.049,0.586,0.122,0.049
02/11/2021 09:55:36 PM,0.061,0.562,0.122,0.024
02/11/2021 09:56:36 PM,0.049,0.549,0.122,0.024
02/11/2021 09:57:36 PM,0.061,0.549,0.122,0.024
02/11/2021 09:58:36 PM,0.061,0.549,0.122,0.024
02/11/2021 09:59:36 PM,0.049,0.537,0.098,0.024
02/11/2021 10:00:36 PM,0.049,0.549,0.122,0.024
02/11/2021 10:01:36 PM,0.049,0.549,0.122,0.024
02/11/2021 10:02:36 PM,0.049,0.537,0.122,0.049
02/11/2021 10:03:36 PM,0.049,0.537,0.098,0.024
02/11/2021 10:04:36 PM,0.049,0.537,0.098,0.024
02/11/2021 10:05:36 PM,0.061,0.537,0.098,0.024
02/11/2021 10:06:36 PM,0.049,0.525,0.122,0.024
02/11/2021 10:07:36 PM,0.049,0.525,0.122,0.024
02/11/2021 10:08:36 PM,0.049,0.525,0.122,0.024
02/11/2021 10:09:36 PM,0.049,0.525,0.122,0.049
02/11/2021 10:10:36 PM,0.049,0.525,0.122,0.049
02/11/2021 10:11:36 PM,0.049,0.525,0.098,0.024
02/11/2021 10:12:36 PM,0.049,0.525,0.122,0.024
02/11/2021 10:13:36 PM,0.049,0.525,0.122,0.024
02/11/2021 10:14:36 PM,0.049,0.513,0.098,0.024
02/11/2021 10:15:36 PM,0.061,0.623,0.098,0.024
02/11/2021 10:16:36 PM,0.061,0.525,0.122,0.024
02/11/2021 10:17:36 PM,0.049,0.513,0.098,0.024
02/11/2021 10:18:36 PM,0.061,0.513,18.095,0.073
02/11/2021 10:19:36 PM,0.049,0.513,18.046,0.073
02/11/2021 10:20:36 PM,0.061,0.513,18.095,0.073
02/11/2021 10:21:36 PM,0.049,0.513,18.120,0.073
02/11/2021 10:22:36 PM,0.061,0.513,18.095,0.073
02/11/2021 10:23:36 PM,0.061,0.501,18.144,0.073
02/11/2021 10:24:36 PM,0.049,0.513,18.144,0.073
02/11/2021 10:25:36 PM,0.049,0.501,18.120,0.073
02/11/2021 10:26:36 PM,0.049,0.513,18.168,0.073
02/11/2021 10:27:36 PM,0.049,0.501,18.168,0.073
02/11/2021 10:28:36 PM,0.049,0.501,18.168,0.073
02/11/2021 10:29:36 PM,0.049,0.501,18.168,0.073
02/11/2021 10:30:36 PM,0.061,0.501,18.193,0.073
02/11/2021 10:31:36 PM,0.049,0.501,18.193,0.073
02/11/2021 10:32:36 PM,0.049,0.501,0.122,0.049
02/11/2021 10:33:36 PM,0.049,0.501,0.122,0.024
02/11/2021 10:34:36 PM,0.061,0.513,0.098,0.024
02/11/2021 10:35:36 PM,0.061,0.501,0.098,0.024
02/11/2021 10:36:36 PM,0.049,0.501,0.122,0.024
02/11/2021 10:37:36 PM,0.061,0.501,0.122,0.024
02/11/2021 10:38:36 PM,0.049,0.501,0.122,0.024
02/11/2021 10:39:36 PM,0.049,0.501,0.098,0.024
02/11/2021 10:40:36 PM,0.049,0.501,0.122,0.024
02/11/2021 10:41:36 PM,0.049,0.501,0.122,0.024
02/11/2021 10:42:36 PM,0.049,0.501,0.098,0.024
02/11/2021 10:43:36 PM,0.049,0.501,0.098,0.757
02/11/2021 10:44:36 PM,0.049,0.501,0.098,0.733
02/11/2021 10:45:36 PM,0.049,0.611,0.122,0.708
02/11/2021 10:46:36 PM,0.061,0.501,0.098,0.708
02/11/2021 10:47:36 PM,0.049,0.501,0.122,0.708
02/11/2021 10:48:36 PM,0.049,0.501,0.122,0.708
02/11/2021 10:49:36 PM,0.049,0.501,0.098,0.708
02/11/2021 10:50:36 PM,0.061,0.488,0.098,0.708
02/11/2021 10:51:36 PM,0.061,0.501,0.098,0.708
02/11/2021 10:52:36 PM,0.061,0.501,0.122,0.684
02/11/2021 10:53:36 PM,0.049,0.501,0.122,0.708
02/11/2021 10:54:36 PM,0.049,0.501,0.098,0.684
02/11/2021 10:55:36 PM,0.049,0.488,0.122,0.684
02/11/2021 10:56:36 PM,0.061,0.501,0.122,0.708
02/11/2021 10:57:36 PM,0.061,0.513,0.122,0.684
02/11/2021 10:58:36 PM,0.049,0.513,0.098,0.684
02/11/2021 10:59:36 PM,0.049,0.513,0.122,0.684
02/11/2021 11:00:36 PM,0.061,0.525,0.122,0.684
02/11/2021 11:01:36 PM,0.061,0.549,0.098,0.684
02/11/2021 11:02:36 PM,0.049,0.562,0.098,0.684
02/11/2021 11:03:36 PM,0.049,0.574,0.122,0.684
02/11/2021 11:04:36 PM,0.049,0.574,0.098,0.684
02/11/2021 11:05:36 PM,0.049,0.574,0.122,0.684
02/11/2021 11:06:36 PM,0.061,0.574,0.098,0.684
02/11/2021 11:07:36 PM,0.061,0.574,0.098,0.684
02/11/2021 11:08:36 PM,0.061,0.574,0.098,0.684
02/11/2021 11:09:36 PM,0.049,0.574,0.122,0.684
02/11/2021 11:10:36 PM,0.049,0.574,0.122,0.659
02/11/2021 11:11:36 PM,0.049,0.586,0.122,0.684
02/11/2021 11:12:36 PM,0.061,0.586,0.122,0.684
02/11/2021 11:13:36 PM,0.061,0.574,0.122,0.684
02/11/2021 11:14:36 PM,0.061,0.574,0.098,0.684
02/11/2021 11:15:36 PM,0.061,0.574,0.098,0.684
02/11/2021 11:16:36 PM,0.049,0.574,0.122,0.684
02/11/2021 11:17:36 PM,0.049,0.574,0.122,0.684
02/11/2021 11:18:36 PM,0.061,0.574,0.098,0.684
02/11/2021 11:19:36 PM,0.049,0.574,0.098,0.684
02/11/2021 11:20:36 PM,0.061,0.574,18.266,0.757
02/11/2021 11:21:36 PM,0.049,0.586,18.266,0.733
02/11/2021 11:22:36 PM,0.061,0.574,18.291,0.757
02/11/2021 11:23:36 PM,0.061,0.574,18.291,0.733
02/11/2021 11:24:36 PM,0.049,0.586,18.266,0.757
02/11/2021 11:25:36 PM,0.049,0.574,18.266,0.757
02/11/2021 11:26:36 PM,0.061,0.549,18.315,0.733
02/11/2021 11:27:36 PM,0.049,0.525,18.291,0.757
02/11/2021 11:28:36 PM,0.061,0.525,18.291,0.757
02/11/2021 11:29:36 PM,0.049,0.525,18.291,0.757
02/11/2021 11:30:36 PM,0.061,0.525,18.315,0.733
02/11/2021 11:31:36 PM,0.049,0.513,18.315,0.757
02/11/2021 11:32:36 PM,0.049,0.513,18.315,0.733
02/11/2021 11:33:36 PM,0.061,0.513,0.122,0.684
02/11/2021 11:34:36 PM,0.061,0.513,0.122,0.659
02/11/2021 11:35:36 PM,0.049,0.513,0.122,0.684
02/11/2021 11:36:36 PM,0.049,0.513,0.122,0.659
02/11/2021 11:37:36 PM,0.061,0.513,0.098,0.659
02/11/2021 11:38:36 PM,0.049,0.501,0.122,0.659
02/11/2021 11:39:36 PM,0.049,0.501,0.122,0.684
02/11/2021 11:40:36 PM,0.049,0.513,0.122,0.659
02/11/2021 11:41:36 PM,0.061,0.501,0.098,0.659
02/11/2021 11:42:36 PM,0.061,0.501,0.098,0.684
02/11/2021 11:43:36 PM,0.049,0.501,0.098,0.659
02/11/2021 11:44:36 PM,0.061,0.488,0.098,0.684
02/11/2021 11:45:36 PM,0.061,0.501,0.122,0.659
02/11/2021 11:46:36 PM,0.061,0.501,0.098,0.659
02/11/2021 11:47:36 PM,0.049,0.501,0.098,0.659
02/11/2021 11:48:36 PM,0.061,0.488,0.098,0.684
02/11/2021 11:49:36 PM,0.061,0.501,0.122,0.659
02/11/2021 11:50:36 PM,0.061,0.501,0.122,0.659
02/11/2021 11:51:36 PM,0.061,0.501,0.122,0.659
02/11/2021 11:52:36 PM,0.061,0.488,0.098,0.659
02/11/2021 11:53:36 PM,0.049,0.488,0.122,0.659
02/11/2021 11:54:36 PM,0.049,0.488,0.098,0.659
02/11/2021 11:55:36 PM,0.061,0.488,0.122,0.684
02/11/2021 11:56:36 PM,0.061,0.488,0.098,0.659
02/11/2021 11:57:36 PM,0.061,0.488,0.098,0.659
02/11/2021 11:58:36 PM,0.061,0.488,0.098,0.659
02/11/2021 11:59:36 PM,0.061,0.488,0.098,0.659
02/12/2021 12:00:36 AM,0.049,0.488,0.098,0.659
02/12/2021 12:01:36 AM,0.061,0.488,0.098,0.684
02/12/2021 12:02:36 AM,0.049,0.488,0.122,0.659
02/12/2021 12:03:36 AM,0.061,0.488,0.098,0.659
02/12/2021 12:04:36 AM,0.049,0.488,0.122,0.659
02/12/2021 12:05:36 AM,0.061,0.488,0.098,0.659
02/12/2021 12:06:36 AM,0.061,0.488,0.122,0.659
02/12/2021 12:07:36 AM,0.049,0.488,0.122,0.659
02/12/2021 12:08:36 AM,0.061,0.488,0.122,0.659
02/12/2021 12:09:36 AM,0.061,0.488,0.122,0.659
02/12/2021 12:10:36 AM,0.061,0.488,0.122,0.659
02/12/2021 12:11:36 AM,0.061,0.488,0.122,0.659
02/12/2021 12:12:36 AM,0.049,0.476,0.122,0.659
02/12/2021 12:13:36 AM,0.049,0.488,0.122,0.659
02/12/2021 12:14:36 AM,0.049,0.488,0.122,0.659
02/12/2021 12:15:36 AM,0.061,0.476,0.098,0.659
02/12/2021 12:16:36 AM,0.061,0.049,0.122,0.659
02/12/2021 12:17:36 AM,0.061,0.049,0.098,0.684
02/12/2021 12:18:36 AM,0.061,0.049,0.122,0.659
02/12/2021 12:19:36 AM,0.061,0.049,0.098,0.659
02/12/2021 12:20:36 AM,0.061,0.049,0.122,0.659
02/12/2021 12:21:36 AM,0.061,0.037,0.098,0.659
02/12/2021 12:22:36 AM,0.061,0.049,0.122,0.659
02/12/2021 12:23:36 AM,0.061,0.037,0.122,0.659
02/12/2021 12:24:36 AM,0.061,0.049,0.122,0.659
02/12/2021 12:25:36 AM,0.061,0.049,0.098,0.659
02/12/2021 12:26:36 AM,0.049,0.049,0.122,0.659
02/12/2021 12:27:36 AM,0.049,0.049,0.098,0.049
02/12/2021 12:28:36 AM,0.061,0.049,0.098,0.049
02/12/2021 12:29:36 AM,0.061,0.049,0.122,0.049
02/12/2021 12:30:36 AM,0.061,0.049,0.122,0.024
02/12/2021 12:31:36 AM,0.061,0.049,18.413,0.073
02/12/2021 12:32:36 AM,0.049,0.049,18.388,0.073
02/12/2021 12:33:36 AM,0.061,0.049,18.388,0.073
02/12/2021 12:34:36 AM,0.049,0.049,18.388,0.098
02/12/2021 12:35:36 AM,0.061,0.049,18.437,0.073
02/12/2021 12:36:36 AM,0.061,0.049,18.413,0.073
02/12/2021 12:37:36 AM,0.061,0.049,18.413,0.098
02/12/2021 12:38:36 AM,0.061,0.049,18.388,0.073
02/12/2021 12:39:36 AM,0.049,0.049,18.413,0.073
02/12/2021 12:40:36 AM,0.049,0.049,18.413,0.073
02/12/2021 12:41:36 AM,0.061,0.037,0.122,0.049
02/12/2021 12:42:36 AM,0.061,0.049,0.122,0.049
02/12/2021 12:43:36 AM,0.049,0.049,0.122,0.024
02/12/2021 12:44:36 AM,0.049,0.049,0.098,0.049
02/12/2021 12:45:36 AM,0.061,0.049,0.098,0.049
02/12/2021 12:46:36 AM,0.061,0.049,0.122,0.024
02/12/2021 12:47:36 AM,0.049,0.049,0.122,0.024
02/12/2021 12:48:36 AM,0.049,0.049,0.122,0.024
02/12/2021 12:49:36 AM,0.049,0.049,0.098,0.024
02/12/2021 12:50:36 AM,0.049,0.049,0.122,0.049
02/12/2021 12:51:36 AM,0.061,0.037,0.098,0.049
02/12/2021 12:52:36 AM,0.061,0.049,0.122,0.049
02/12/2021 12:53:36 AM,0.061,0.049,0.098,0.049
02/12/2021 12:54:36 AM,0.061,0.049,0.122,0.049
02/12/2021 12:55:36 AM,0.061,0.049,0.098,0.049
02/12/2021 12:56:36 AM,0.049,0.049,0.098,0.049
02/12/2021 12:57:36 AM,0.061,0.574,0.098,0.049
02/12/2021 12:58:36 AM,0.061,0.549,0.122,0.049
02/12/2021 12:59:36 AM,0.061,0.549,0.122,0.049
02/12/2021 01:00:36 AM,0.061,0.549,0.098,0.049
02/12/2021 01:01:36 AM,0.049,0.549,0.122,0.049
02/12/2021 01:02:36 AM,0.061,0.537,0.122,0.049
02/12/2021 01:03:36 AM,0.061,0.537,0.122,0.024
02/12/2021 01:04:36 AM,0.061,0.574,0.122,0.024
02/12/2021 01:05:36 AM,0.061,0.586,0.122,0.049
02/12/2021 01:06:36 AM,0.061,0.598,0.098,0.049
02/12/2021 01:07:36 AM,0.061,0.598,0.098,0.049
02/12/2021 01:08:36 AM,0.049,0.598,0.098,0.049
02/12/2021 01:09:36 AM,0.061,0.598,0.098,0.049
02/12/2021 01:10:36 AM,0.061,0.598,0.122,0.049
02/12/2021 01:11:36 AM,0.049,0.598,0.098,0.049
02/12/2021 01:12:36 AM,0.049,0.598,0.098,0.049
02/12/2021 01:13:36 AM,0.049,0.598,0.122,0.049
02/12/2021 01:14:36 AM,0.061,0.586,0.122,0.049
02/12/2021 01:15:36 AM,0.061,0.586,0.122,0.049
02/12/2021 01:16:36 AM,0.049,0.708,0.098,0.049
02/12/2021 01:17:36 AM,0.061,0.586,0.122,0.049
02/12/2021 01:18:36 AM,0.061,0.586,0.098,0.049
02/12/2021 01:19:36 AM,0.061,0.586,0.122,0.049
02/12/2021 01:20:36 AM,0.061,0.586,0.122,0.049
02/12/2021 01:21:36 AM,0.061,0.586,0.098,0.049
02/12/2021 01:22:36 AM,0.049,0.586,0.122,0.049
02/12/2021 01:23:36 AM,0.061,0.586,0.098,0.049
02/12/2021 01:24:36 AM,0.061,0.586,0.122,0.049
02/12/2021 01:25:36 AM,0.061,0.586,0.098,0.049
02/12/2021 01:26:36 AM,0.061,0.586,0.122,0.049
02/12/2021 01:27:36 AM,0.061,0.586,0.122,0.049
02/12/2021 01:28:36 AM,0.061,0.586,0.098,0.049
02/12/2021 01:29:36 AM,0.061,0.574,0.122,0.049
02/12/2021 01:30:36 AM,0.049,0.549,0.122,0.049
02/12/2021 01:31:36 AM,0.061,0.549,0.122,0.049
02/12/2021 01:32:36 AM,0.049,0.525,0.122,0.049
02/12/2021 01:33:36 AM,0.061,0.525,0.122,0.049
02/12/2021 01:34:36 AM,0.061,0.525,0.122,0.049
02/12/2021 01:35:36 AM,0.061,0.513,0.098,0.049
02/12/2021 01:36:36 AM,0.061,0.513,0.122,0.049
02/12/2021 01:37:36 AM,0.061,0.513,0.098,0.049
02/12/2021 01:38:36 AM,0.061,0.501,0.098,0.049
02/12/2021 01:39:36 AM,0.049,0.513,0.122,0.049
02/12/2021 01:40:36 AM,0.061,0.513,0.098,0.049
02/12/2021 01:41:36 AM,0.061,0.513,0.098,0.049
02/12/2021 01:42:36 AM,0.049,0.501,0.122,0.049
02/12/2021 01:43:36 AM,0.061,0.513,0.098,0.073
02/12/2021 01:44:36 AM,0.061,0.501,0.098,0.073
02/12/2021 01:45:36 AM,0.061,0.501,0.122,0.049
02/12/2021 01:46:36 AM,0.049,0.611,0.098,0.049
02/12/2021 01:47:36 AM,0.061,0.488,0.098,0.049
02/12/2021 01:48:36 AM,0.061,0.501,0.098,0.049
02/12/2021 01:49:36 AM,0.061,0.501,0.122,0.049
02/12/2021 01:50:36 AM,0.061,0.488,18.437,0.098
02/12/2021 01:51:36 AM,0.061,0.501,18.437,0.098
02/12/2021 01:52:36 AM,0.061,0.488,18.486,0.098
02/12/2021 01:53:36 AM,0.061,0.488,18.437,0.098
02/12/2021 01:54:36 AM,0.061,0.488,18.486,0.073
02/12/2021 01:55:36 AM,0.061,0.501,18.437,0.073
02/12/2021 01:56:36 AM,0.049,0.488,18.486,0.098
02/12/2021 01:57:36 AM,0.061,0.488,18.462,0.098
02/12/2021 01:58:36 AM,0.061,0.488,18.462,0.098
02/12/2021 01:59:36 AM,0.061,0.488,18.462,0.098
02/12/2021 02:00:36 AM,0.049,0.488,18.413,0.073
02/12/2021 02:01:36 AM,0.061,0.488,0.122,0.049
02/12/2021 02:02:36 AM,0.061,0.488,0.122,0.049
02/12/2021 02:03:36 AM,0.061,0.488,0.122,0.049
02/12/2021 02:04:36 AM,0.049,0.488,0.098,0.049
02/12/2021 02:05:36 AM,0.061,0.488,0.122,0.049
02/12/2021 02:06:36 AM,0.061,0.488,0.098,0.049
02/12/2021 02:07:36 AM,0.061,0.488,0.122,0.049
02/12/2021 02:08:36 AM,0.061,0.488,0.098,0.049
02/12/2021 02:09:36 AM,0.061,0.488,0.098,0.049
02/12/2021 02:10:36 AM,0.049,0.488,0.122,0.049
02/12/2021 02:11:36 AM,0.061,0.049,0.098,0.049
02/12/2021 02:12:36 AM,0.049,0.049,0.122,0.049
02/12/2021 02:13:36 AM,0.061,0.049,0.122,0.049
02/12/2021 02:14:36 AM,0.049,0.049,0.122,0.049
02/12/2021 02:15:36 AM,0.061,0.049,0.098,0.049
02/12/2021 02:16:36 AM,0.049,0.049,0.122,0.049
02/12/2021 02:17:36 AM,0.061,0.049,0.122,0.024
02/12/2021 02:18:36 AM,0.061,0.049,0.122,0.049
02/12/2021 02:19:36 AM,0.061,0.049,0.122,0.049
02/12/2021 02:20:36 AM,0.061,0.049,0.122,0.049
02/12/2021 02:21:36 AM,0.049,0.049,0.122,0.049
02/12/2021 02:22:36 AM,0.061,0.049,0.122,0.049
02/12/2021 02:23:36 AM,0.061,0.049,0.098,0.049
02/12/2021 02:24:36 AM,0.049,0.049,0.122,0.049
02/12/2021 02:25:36 AM,0.061,0.049,0.098,0.049
02/12/2021 02:26:36 AM,0.061,0.049,0.122,0.049
02/12/2021 02:27:36 AM,0.061,0.049,0.122,0.049
02/12/2021 02:28:36 AM,0.061,0.049,0.122,0.049
02/12/2021 02:29:36 AM,0.061,0.049,0.098,0.049
02/12/2021 02:30:36 AM,0.061,0.061,0.098,0.049
02/12/2021 02:31:36 AM,0.049,0.049,0.098,0.049
02/12/2021 02:32:36 AM,0.061,0.049,0.098,0.049
02/12/2021 02:33:36 AM,0.061,0.049,0.122,0.049
02/12/2021 02:34:36 AM,0.049,0.049,0.122,0.049
02/12/2021 02:35:36 AM,0.061,0.049,0.122,0.049
02/12/2021 02:36:36 AM,0.061,0.049,0.122,0.049
02/12/2021 02:37:36 AM,0.061,0.049,0.098,0.049
02/12/2021 02:38:36 AM,0.061,0.049,0.122,0.049
02/12/2021 02:39:36 AM,0.061,0.049,0.122,0.049
02/12/2021 02:40:36 AM,0.049,0.049,0.122,0.049
02/12/2021 02:41:36 AM,0.061,0.049,0.122,0.049
02/12/2021 02:42:36 AM,0.049,0.061,0.098,0.049
02/12/2021 02:43:36 AM,0.061,0.049,0.122,0.049
02/12/2021 02:44:36 AM,0.061,0.049,0.098,0.049
02/12/2021 02:45:36 AM,0.061,0.049,0.098,0.049
02/12/2021 02:46:36 AM,0.061,0.061,0.098,0.049
02/12/2021 02:47:36 AM,0.061,0.049,0.098,0.049
02/12/2021 02:48:36 AM,0.061,0.061,0.098,0.049
02/12/2021 02:49:36 AM,0.061,0.049,0.122,0.073
02/12/2021 02:50:36 AM,0.061,0.049,0.122,0.049
02/12/2021 02:51:36 AM,0.061,0.061,0.098,0.049
02/12/2021 02:52:36 AM,0.061,0.049,0.122,0.073
02/12/2021 02:53:36 AM,0.061,0.061,0.073,0.049
02/12/2021 02:54:36 AM,0.061,0.562,0.122,0.049
02/12/2021 02:55:36 AM,0.061,0.549,0.122,0.049
02/12/2021 02:56:36 AM,0.061,0.549,0.098,0.049
02/12/2021 02:57:36 AM,0.061,0.549,0.098,0.049
02/12/2021 02:58:36 AM,0.061,0.549,0.098,0.049
02/12/2021 02:59:36 AM,0.073,0.537,0.098,0.049
02/12/2021 03:00:36 AM,0.061,0.574,0.098,0.049
02/12/2021 03:01:36 AM,0.061,0.586,0.098,0.049
02/12/2021 03:02:36 AM,0.061,0.598,0.122,0.073
02/12/2021 03:03:36 AM,0.061,0.586,0.122,0.073
02/12/2021 03:04:36 AM,0.061,0.598,0.098,0.049
02/12/2021 03:05:36 AM,0.061,0.598,0.122,0.049
02/12/2021 03:06:36 AM,0.061,0.586,18.510,0.098
02/12/2021 03:07:36 AM,0.061,0.586,18.486,0.098
02/12/2021 03:08:36 AM,0.061,0.598,18.510,0.098
02/12/2021 03:09:36 AM,0.049,0.598,18.510,0.098
02/12/2021 03:10:36 AM,0.061,0.586,18.486,0.098
02/12/2021 03:11:36 AM,0.061,0.586,18.462,0.073
02/12/2021 03:12:36 AM,0.061,0.586,18.486,0.098
02/12/2021 03:13:36 AM,0.061,0.586,18.535,0.098
02/12/2021 03:14:36 AM,0.049,0.586,18.486,0.098
02/12/2021 03:15:36 AM,0.061,0.574,18.486,0.098
02/12/2021 03:16:36 AM,0.061,0.696,0.122,0.049
02/12/2021 03:17:36 AM,0.061,0.586,0.122,0.049
02/12/2021 03:18:36 AM,0.049,0.586,0.122,0.049
02/12/2021 03:19:36 AM,0.061,0.586,0.122,0.049
02/12/2021 03:20:36 AM,0.061,0.586,0.122,0.073
02/12/2021 03:21:36 AM,0.049,0.586,0.122,0.049
02/12/2021 03:22:36 AM,0.061,0.586,0.122,0.049
02/12/2021 03:23:36 AM,0.061,0.586,0.122,0.049
02/12/2021 03:24:36 AM,0.061,0.586,0.122,0.049
02/12/2021 03:25:36 AM,0.049,0.562,0.122,0.049
